,text,label
381,"Media translates""By the way I love you"" 2 Allah Akbar:) #ParisShooting #CharlieHebdo #JeSuisCharlie @JamilaBoughelaf http://t.co/in0VVlUbJg",0
382,"Paris Terrorist was Radicalized by Bush’s Iraq War, Abu Ghraib Torture http://t.co/0Gz5nKVpQP http://t.co/AwgpcRWca7",0
383,#EU flags are flying at half-mast in Brussels today. RT:@EU_Commission #JeSuisCharlie http://t.co/vJiuHjQJ4M,0
384,Salman Rushdie makes an impassioned plea to defend the art of satire #CharlieHebdo http://t.co/brDi8yvxKf http://t.co/GXppLKIzc0,0
385,"Much respect to @washingtonpost for this. Seriously, thank you:
http://t.co/V78xiVa4Ba http://t.co/j9rHfjeYFD",0
386,A few of the best cartoons drawn &amp; shared in solidarity with #CharlieHebdo after yesterday's massacre #JeSuisCharlie http://t.co/87et0xpNwr,0
387,RT @LatuffCartoons: So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech http://t.co/w01kqWJqFb,0
388,How people in France view Muslims: Very positively #CharlieHebdo http://t.co/mri0tPun5U http://t.co/7ebMQhBs88,0
389,"I don't agree with what you have to say,
but I'll defend to the death your right to say it.
#Voltaire

#JeSuisCharlie http://t.co/0bTQmQPmn1",0
390,Donald Trump blames #CharlieHebdo massacre on France's strict gun laws http://t.co/gqzhHqeZbA http://t.co/ZkMY42uw7D,0
391,"Grenades thrown at mosque in France, day after #CharlieHebdo attack: Officials http://t.co/Tmk64xeuo5 http://t.co/lQGYXz99UH",0
392,Minute of silence for #CharlieHebdo. My heart is with France. Together we will protect our values http://t.co/MEB1mSZIm6,0
393,Illustrators and cartoonists respond to the horrific attack at Charlie Hebdo #JeSuisCharlie http://t.co/lpy41iM6zE http://t.co/r6ERv3PFRg,0
394,Why we must not let the Isis propoganda machine win #CharlieHebdo #JeSuisCharlie http://t.co/gkyX9b7DD2 http://t.co/e5wMYWnTSG,0
395,We are observing a minute's silence today at 11am. If you support press freedom please share &amp; join us #JeSuisCharlie http://t.co/RpO4aXd7PE,0
396,Steve Bell's cartoon on the Charlie Hebdo attack: http://t.co/AdVfwBB5AP http://t.co/5jPLPdRI8a,0
397,We are observing a minute's silence today at 11am. If you support press freedom please share &amp; join us #JeSuisCharlie http://t.co/LSCtwgNDAB,0
398,"Pictured: Ahmed Merabet, hero officer executed in #CharlieHebdo attack http://t.co/kdXVG9ujTs http://t.co/SfRItPotb2",0
399,"UPDATED: Blast erupts near French mosque in wake of #CharlieHebdo attack, according to report http://t.co/MDJT3YSq5i http://t.co/3vqFRmTB1V",0
400,"Put your pencils up! 
@iGaddo your cartoon screams defiance. I love it and stand with you. #JeSuisCharlie http://t.co/yW5fPm3VZr",0
401,Over 1000 French nationals gather in Martin Place in Sydney to remember victims of the #CharlieHebdo attack. http://t.co/6XibnO54MZ,0
402,So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech http://t.co/tBswsVydnF,0
403,#JeSuisCharlie - a brilliant image by @iGaddo. Let's all stick our pencils up in defiance. http://t.co/wm5jNdaP8x,0
404,We are observing a minute's silence at 11am today. If you support press freedom please share &amp; join us #JeSuisCharlie http://t.co/8VqK7VnrV5,0
405,"#Murder is prohibited in #Judaism, #Christianity &amp; #Islam

Click http://t.co/C989YBqv5d

#CharlieHebdo #ParisShooting http://t.co/k3vjLOodDQ",0
406,We stand united with the victims of the brutal attack in Paris and with the people of France! #JeSuisCharlie RT! http://t.co/mH5l2a9eVy,0
407,A sea of #JeSuisCharlie signs held by French nationals in Sydney for #CharlesHebdo victims. http://t.co/YC6rpzAyiZ,0
408,Does publishing anti #Muslim #CharlieHebdo cartoons count as solidarity against the Muslim cop who was slain as well? http://t.co/lhJHHyk7KF,0
409,Minute's silence to be held in France at top of the hour to remember victims of the Paris shooting. #JeSuisCharlie http://t.co/Z6VNeoUPTq,0
410,Let 2015 be the year that women all around the world took up cartooning/comics to tell their stories. #CharlieHebdo http://t.co/1nkprbkDjo,0
411,The Pen Is Mightier Than The Sword: 28 Cartoonists Pay Tribute To Charlie Hebdo Victims: http://t.co/sSfQMaSviI http://t.co/0nOThrr8VX,0
412,Parisians gather under rain by Notre Dame to mourn #CharlieHebdo killings #Jesuischarlie http://t.co/618DSKj5bV,0
413,60 seconds of #solidarite. @INM_ie #CharlieHebdo #JeSuisCharlie http://t.co/eIKTErJ2dY,0
414,Minute silence held in memory of victims of shooting http://t.co/LdSF5QeCiv #CharlieHebdo #JeSuisCharlie http://t.co/dj3hfNsZko,0
415,We begin in Paris with a moment of silence for those killed in the #CharlieHebdo attacks. http://t.co/KAZQB07OKy http://t.co/XDgW3uXmoF,0
416,"If your religion is worth killing for, please start with yourself. #CharlesHebdo #PerisShooting #JeSuisCharlie http://t.co/Ggt55Sksl4",0
417,Police officers &amp; staff across Norfolk observe a 2 minute silence. #PoliceTributeToParis #JeSuisCharlie http://t.co/ievobVgUSy,0
418,@Knightcartoons has returned from holidays with a #CharlieHebdo tribute cartoon #JeSuisCharlie http://t.co/o0amBVY9zF,0
419,A minute's silence for the journalists and those who protected them. #JeSuisCharlie http://t.co/aU9K17Q3V7,0
420,"#Paris, now. In front of Notre-Dame. #silence #charliehebdo http://t.co/6EP3Vci23H",0
421,France marks minute of silence for victims of #CharlieHebdo http://t.co/YkwO7nZxcb http://t.co/HK1sqKai84,0
422,"Following the #CharlieHebdo attack, three quarters of you say the media should publish satirical religious cartoons. http://t.co/RThtgxo70c",0
423,"Please, RT! #CharlieHebdo attack: the next chapters! Via @brasil247 #RespectForMuslims http://t.co/SHEOBaSSdm",0
424,London declared #JeSuisCharlie last night. Photos by @zefrog http://t.co/omvNF7nNoM http://t.co/qiAgzbZnqW,0
425,Photo: The staff of @AFP in Paris stand for a moment of silence following the Charlie Hebdo attack - @greglemarchand http://t.co/wRPOvKwrpJ,0
426,People gather for a minute's silence to remember the victims of the #CharlieHebdo attack http://t.co/Fv0ZHWLPQX http://t.co/ElS4WMYyV6,0
427,Amidst 100s gathered as close to #CharlieHebdo office as we can get… France observes silence… Notre Dame bells ring http://t.co/RbTC6Si5Hy,0
428,From The Irish Times newsroom #JeSuisCharlie #NUJofficial http://t.co/nf4cRciFse,0
429,"The pen is STILL mightier than the sword.
#JeSuisCharlie http://t.co/YeXo3mp8vN",0
430,"Can't sleep tonight, thoughts with my French cartooning colleagues, their families and loved ones #CharlieHebdo http://t.co/vJWi8AbE79",0
431,The pen is mightier than the sword. Cartoonists respond to terror in France #CharlieHebdo #JeSuisCharlie #auspol http://t.co/ZBwwQOGElr,0
432,Met Officers observe 2 minute silence #PoliceTributeToParis outside New Scotland Yard #CharlieHebdo http://t.co/MyqfcWnPvb,0
433,At cafe near #CharlieHebdo. Liberation says We are all Charlie. Parisien says They will not kill liberty/freedom. http://t.co/iHPk1f4N8O,0
434,#JeSuisCharlie moving minute of silence at #AFP headquarters for the victims of Charlie Hebdo http://t.co/JHz0JQGoru,0
435,"How the world’s newspapers covered the #CharlieHebdo attack, in pictures: http://t.co/WKGdcp9IJc (Pic: De Morgen) http://t.co/tAvD86H8z9",0
436,Cartoons don't insult me or my religion the brutal murder of innocent people does #JeSuisCharlie http://t.co/hxnMFztgom,0
437,"Today's #frontpage: Across the globe, #JeSuisCharlie becomes rallying cry. http://t.co/seJkDoEaJB",0
438,.@afp Staff observe minute of silence at #AFP headquarters for the victims of #CharlieHebdo #JeSuisCharlie http://t.co/noUJJiScxd,0
439,Headquarters of @welt and @BILD in Berlin. #JeSuisCharlie http://t.co/ZsxHuTxcMj,0
440,"Moderate Muslims defend extremist but not victims. They merely say ( 'Anyways' condolence to family ) 
#CharlieHebdo http://t.co/tTe1kEnsOf",0
441,"Imagine
Nothing to kill or die for 
And no religion too
Imagine all the people Living life in peace..

#JeSuisCharlie http://t.co/zMgP4mbSEE",0
442,Meet the Indian Islamist politician who wants to award $5M to the #CharlieHebdo killers. http://t.co/F69LJdObER http://t.co/FqUoGXDceR,0
443,Surviving #CharlieHebdo journalists are to publish the magazine's new edition for next week http://t.co/zaGrk24DhJ http://t.co/099l0NuRfH,0
444,"Reader comment: ""Our strength comes from unity, our freedom from expression"" http://t.co/NRrLxnjihV #JeSuisCharlie http://t.co/8UV7nUHK4N",0
445,The French flag flying at half-mast from Glasgow City Chambers today. #JeSuisCharlie http://t.co/bnv2mV9vRK,0
446,AFP staff observe minute of silence at #AFP HQ for the victims of #CharlieHebdo #JeSuisCharlie https://t.co/EfnwNEN4h0,0
447,Indian artist Sudarsan Pattnaik and his tribute to those killed in the attack on Charlie Hebdo http://t.co/36rBaLxCJ6,0
448,#Paris update 3: Multiple mosques attacked in France after #CharlieHebdo. http://t.co/bvWHrN4Q7y via @mashable http://t.co/7PiVltMrbR,0
449,The best &amp; most moving tributes to #CharlieHebdo: http://t.co/F5Z7RhsZ19 #JeSuisCharlie http://t.co/ORkqhJG23K,0
450,"Cartoonists around the world continue to show support for #CharieHebdo, this by famous #DRCongo's Kash #JeSuisCharlie http://t.co/LtVJhnkUwB",0
451,Donald Trump labelled a 'moron' for blaming #CharlieHebdo attacks on France's lack of guns http://t.co/ToHck32lt0 http://t.co/BtTgviKx4t,0
452,Over a thousand have gathered at Martin Place to pay their respects #CharlieHebdo #JeSuisCharlie. Photo: @ShooterWol http://t.co/NSjias7HAM,0
453,The staff of Agence France Presse stand in silence &amp; solidarity to remember their murdered colleagues. #JeSuisCharlie http://t.co/jgQOVlPOKV,0
454,Support #CharlieHebdo and show Islamists we wont be scared. Pls retweet the most offensive #CharlieHebdo cartoons!! http://t.co/YtOm1GO99y,0
455,"Israel, where Muslim women and children were slaughtered in Palestine this world?

#RespectForMuslims
#CharlieHebdo http://t.co/LCrI2NOQN8",0
456,Thousands have gathered at Martin Place to honour #CharlieHebdo victims. (via @deborah_knight) #9News http://t.co/zGSR8TbDaC,0
457,Amazing pic of @AFP observing a minutes silence at their #Paris HQ for #CharlieHebdo attack victims http://t.co/uAbuVJ9TsF,0
458,Victims of the Paris terror attack: http://t.co/QdCLsj2GLl #JeSuisCharlie http://t.co/BpJ23gUShQ,0
459,MT @Paris The Eiffel tower to switch off the lights at 20h in tribute to #CharlieHebdo victims http://t.co/s0yWX90f2L,0
460,A pile of pens at vigil in Paris for #CharlieHebdo victims. #JeSuisCharlie http://t.co/7hJYMe48AX,0
461,Violence can not stop basic human rights. My thoughts go out to everyone affected by this tragedy. #JeSuisCharlie http://t.co/Kxx38xRYDu,0
462,"The more you are motivated by Love,
The more fearless &amp; free your action will be
Dalai Lama #JeSuisCharlie
@Asamsakti http://t.co/s5Zlrb8IaX",0
463,Perhaps the best #JeSuisCharlie cartoon yet... http://t.co/WtALoJqbtW via @AndrewBloch,0
464,"We stand with Charlie Hebdo in rejecting oppression and violence in all its forms. 
http://t.co/cDL1yKX1wo http://t.co/Nu6KlDe0e6",0
465,True story. #JeSuisCharlie http://t.co/s6dBFKSwD9,0
466,The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,0
467,BREAKING: French far-right leader Le Pen calls for death penalty #CharlieHebdo http://t.co/8y5l97V2Rd http://t.co/xeVuFvkdXG,0
468,"Slain Charlie Hebdo editor: ""I prefer to die standing than live on my knees"" http://t.co/KQDlqBNyNA http://t.co/Ms8wqibhsZ",0
469,And on France's motorways... #CharlieHebdo http://t.co/wB6pJUqpXO,0
470,Asterix and Obelix pay tribute to #CharlieHebdo victims (via @asterixofficiel) http://t.co/ssgYsoKoIC,0
471,"Hypocricy
JNU LEFT was celebrating cartoons which depicted Durga as prostitute but denouncing #CharlieHebdo cartoons http://t.co/YTnGmsVI9M",0
472,Voltaire's gift: Why the battle for free speech is so important #CharlieHebdo http://t.co/7ioa4EHkju http://t.co/f9rwRMDani,0
473,Flags at half mast in Whitehall and Downing Street #charliehebdo http://t.co/DLORjNyNsl,0
474,Pope Francis prays for gunmen who executed 12 people at #CharlieHebdo http://t.co/sMtOVXT8I9 http://t.co/J2bdIq2k2V,0
475,Charlie Hebdo attack: minute's silence held for victims around the world http://t.co/BP9uXF8M7F http://t.co/3uDo93WC5K,0
476,We are not afraid. #jesuischarlie http://t.co/pl4iLXUCN3,0
477,"""NOT AFRAID"" - Thousands in France gather to a send message after Charlie Hebdo attack. http://t.co/i4iNC9hLs3 http://t.co/IgiP5dkW1g",0
478,This is how France’s top sports newspaper covered the #CharlieHebdo killings. http://t.co/hC19VeONRS http://t.co/6yV9V5nDT9,0
479,"Pens aloft. UK MPs, peers and Parliamentary staff stand in solidarity with the people of France. #JeSuisCharlie http://t.co/ztJPZedJB7",0
480,#CharlieHebdo shootings lead to firebomb attacks on French mosques http://t.co/kDl8uPjeEM (Pic: J F Monier/AFP) http://t.co/pj8BtEtDCr,0
481,"#JeSuisCharlie 
They're only cartoons ,or am I also prone to being killed for posting them http://t.co/f0bWALfCPl",0
482,Let 2015 be the year more people from around the world take up cartooning/comics to tell their stories #JeSuisCharlie http://t.co/uoau3GyoI7,0
483,The letter from The Independent's Deputy Editor: In solidarity with #CharlieHebdo http://t.co/9qVffIEjkf http://t.co/i5xPjcJlk0,0
484,VIDEO: Emotional scenes at Lille! As fans sing the National anthem for #CharlieHebdo victims!..http://t.co/P0G8MlSAl6 http://t.co/5xYypfzvzD,0
485,24 of the most powerful cartoons related to the #CharlieHebdo tragedy: http://t.co/I85pBNMKVj http://t.co/6YqHTA9REP,0
486,People gather in silence to remember Paris shooting victims and say #JeSuisCharlie. Photos: http://t.co/8AuPWcklfF http://t.co/2XVVTAWFDe,0
487,Crowds gather for #charliehebdo vigils around Australia #JeSuisCharlie http://t.co/3hCuJxwGoo http://t.co/jsXB4RpjXb,0
488,"Mourners hold signs showing victims' eyes during #JeSuisCharlie rally in NY http://t.co/6LwllVuTTM (J. Minchillo, AP) http://t.co/XnsBLDYMil",0
489,Cartoonists around the world respond to the #CharlieHebdo killings: http://t.co/JBX8K0Mzt6 http://t.co/vxREqhUqw4,0
490,Brilliant. #JeSuisCharlie via @lectrr http://t.co/CSe2EN1Fxg,0
491,"17 journalists massacres by Israel in Gaza, 2014. Where were these ""freedom of speech"" people then? #CharlieHebdo http://t.co/jcFNEXmH4a",0
492,UK police hold 2 minutes silence for slain Paris officers http://t.co/EG2PvT6CXj #CharlieHebdo http://t.co/sMyXXLcNN7,0
493,"World sends messages of condolence, outrage, defiance via #JeSuisCharlie after Paris attack: http://t.co/deqrOSVi0m http://t.co/Ama2pSOvZN",0
494,RT @charliesaidthat: The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/Z1ORR69n3e,0
495,"Photo of petrol station north-east of Paris, reportedly robbed by #CharlieHebdo suspects http://t.co/hW1busTlsC http://t.co/dTHYCbSWNA",0
496,Newsrooms around the world show their support for #CharlieHebdo: https://t.co/2sZ43iXyYe #jesuischarlie http://t.co/dAOvitPGPi,0
497,"A Tribute to the Cartoonists of Charlie Hebdo #JeSuisCharlie 
http://t.co/TkEwyqq8py http://t.co/Ms8pEqxxnZ",0
498,The moving tributes to the victims of the Charlie Hebdo shooting http://t.co/pxRaFxCWMP http://t.co/A8AisDaypj,0
499,"8 journalists
2 officers
1 janitor
1 visitor

Victims killed in #CharlieHebdo attack: http://t.co/xZJo8kPPRA (Getty) http://t.co/sX1MMjd0Tc",0
500,Updated: Here’s what we know about the gunmen behind the Charlie Hebdo attack http://t.co/armP730CmV http://t.co/OsrH20Cos8,0
501,Revenge attacks on Muslim spaces begin in France after #CharlieHebdo massacre http://t.co/50anhW9BEk http://t.co/uKL5El7V2B,0
502,#IDF Chief references the attack at #CharlieHebdo while speaking to @NDU_EDU group in the #US http://t.co/x0Z4UoixiZ http://t.co/tpdRuer1g6,0
503,"""Even if they kill 10 of us, the newspaper will go out next week."" #CharlieHebdo http://t.co/m4slfkJ3xJ http://t.co/fHR1vPffz2",0
504,Charlie Hebdo to continue publishing in the wake of the attack http://t.co/6bMvM3wgkL http://t.co/dBBG4L40Kx,0
505,All European flags fly at half-mast today to pay tribute to the victims of the terrorist attack in Paris http://t.co/S98A1Y5B7p,0
506,The Pen and the Sword: the latest from @MorinToon. #jesuischarlie http://t.co/PLfpUYWCGS http://t.co/z1xWFyGFkH,0
507,Artists fight violence with images #CharlieHebdo #solidarity http://t.co/1i8Dq4iVg6 http://t.co/XMmGLDvmIn,0
508,"#CharlieHebdo’s most controversial religious covers, explained--PHOTOS: http://t.co/i6iHNENtPq http://t.co/wSAWthWHx7",0
509,"A million copies of Charlie Hebdo will be published Wednesday to show “stupidity will not win”
http://t.co/nwdVxrc5f9 http://t.co/JXCOKGeTJC",0
510,"If you r a Muslim on social media &amp; have not yet tweeted ""I am #CharlieHebdo,"" then you are an Islamist and our enemy http://t.co/7NtlBSwJU0",0
511,Exactly the right response: mass #CharlieHebdo sharing starts at 14 GMT via @IndexCensorship http://t.co/1TZzeqncQ8 http://t.co/9Uncsrw1bQ,0
512,"1 of the cops killed at #CharlieHebdo was, like most victims of Islamist militants, a Muslim. http://t.co/qmnj7R9zJA http://t.co/s9apCaJcjF",0
513,INFOGRAPHIC: Anti-#Muslim attacks in #France after the Charlie Hebdo massacre. #no2h8 @HuffPostUK @Independent http://t.co/KlWiFmYyb6,0
514,A quick infographic explaining some of the immediate anti-Muslim backlash in France: http://t.co/Wuh9TW9IxA #CharlieHebdo,0
515,This: via @aboujahjah #JeSuisAhmed #JeSuisCharlie #CharlieHebdo http://t.co/avEw4j6U7p,0
516,Julian Assange has lost the plot. Blames “Jewish pro-censorship lobby” for legitimizing the Charlie Hebdo massacre. http://t.co/QZClfKB6ZH,0
517,"We are against Barbarians! USA, Europa and Israel?
#RespectForMuslims #CharlieHebdo #JeSuisCharlie http://t.co/Gosv47XrJZ",0
518,"#CharlieHebdo journalists 'provoked' their own slaughter, says American Catholic group http://t.co/nYQp3hgPyN http://t.co/CjnKSwL8u6",0
519,"Tremendous front page to today's @Independent. Bravo @amolrajan et al. Simply brilliant. #JeSuisCharlie

↓ http://t.co/w7QpEVJ0pT",0
520,A million copies of Charlie Hebdo will be published on Wednesday http://t.co/LS77tY8ySQ http://t.co/eOYjJxnbpe,0
521,World pays tribute to victims of #CharlieHebdo massacre http://t.co/icVVi6l4Gv http://t.co/UqlhSjPBMq,0
522,What we do and don't know about the aftermath of the Charlie Hebdo shooting http://t.co/r7Zo8PQyCM http://t.co/mu7n5BzGhR,0
523,Cartoonists stand in solidarity with #CharlieHebdo victims with these powerful images http://t.co/Tbg2WDiIHF http://t.co/MhPgwnz9gQ,0
524,A silent vigil was held in London last night for the victims of the Charlie Hebdo shooting  http://t.co/DFl1SyXhCU http://t.co/D0rLz4LIHX,0
525,'One million copies' of #CharlieHebdo to be published as French media vow to keep it running  http://t.co/dr8bWwaxlp http://t.co/oIeK0NDhpl,0
526,Shaheen Hashmat: ‘Islam is defined by its followers. Moderate Muslims must act’ http://t.co/wsiT3JzSBd (Pic:K PETERS) http://t.co/4tWvhMEYce,0
527,The victims of the #CharlieHebdo attack http://t.co/v8Cw7N58B0 http://t.co/yVgnrLa7vk,0
528,#CharlieHebdo will continue publishing in wake of the attack: http://t.co/djW9x4BqHQ http://t.co/xDlLZ4AtPe,0
529,I've redone the #CharlieHebdo comic. I can't stop thinking about what happened. http://t.co/acx7vmr98c,0
530,Pencil sketch tribute... #JeSuisCharlie http://t.co/nFESx847MA,0
531,I join mass posting of cartoons in solidarity with #CharlieHebdo. We will not be intimidated. #JeSuisCharlie @newint http://t.co/IvQEuKUGc0,0
532,"Today, we are all #Charlie. #CondeNastFrance supports #CharlieHebdo http://t.co/CU0eFNk7tL #JeSuisCharlie http://t.co/b2wPIasbxa",0
533,Among the 12 killed were France's most respected &amp; controversial cartoonists: http://t.co/yQRS1RGqso #CharlieHebdo http://t.co/ULvNrIfyeo,0
534,World press united in defiance following #CharlieHebdo attack http://t.co/jdx8kXjDCF http://t.co/vfKlMSfm2a,0
535,"Salman Rushdie defends Charlie Hebdo, calls for ""fearless disrespect"" of all religions http://t.co/eSFhZflldV http://t.co/MP8T3q3Pjx",0
536,See how the world responded to the Paris terrorist attack http://t.co/pVh5tBSxIB #JeSuisCharlie #ParisShooting http://t.co/L8xD9XlDbd,0
537,"Please enjoy this culturally, ethically and politically correct cartoon. #charliehebdo http://t.co/EKJX0BmPH2",0
538,These cartoons are all poignant tributes to victims of the Charlie Hebdo attack http://t.co/Q9SLIvYt7o http://t.co/fKRn7dO6ZD,0
539,#JeSuisCharlie rallies held worldwide to condemn Paris massacre (PHOTOS) http://t.co/EnwxH90grB http://t.co/hzH208lEB2,0
540,"Um, the International Business Times is running a piece blaming #CharlieHebdo attack on Israel
http://t.co/7DWog7nVnT http://t.co/ctV37RCqi1",0
541,"Charlie Hebdo will publish this week with a print run of 1 million, up from the usual 60,000 http://t.co/Xy5jyLxGZt http://t.co/5P7HpPUAT2",0
542,"Jon Stewart on #CharlieHebdo: ""Comedy shouldn’t be an ‘act of courage': http://t.co/wWWJfKLwct http://t.co/8Lkv7kGsFb",0
543,French Muslims condemn the Charlie Hebdo shooting  http://t.co/W89nBMbNGK http://t.co/aycU89hiPu,0
544,"Yes, they drew first. Don't ever be silent, don't ever be ignorant. We stand with you! #JeSuisCharlie
Everyone RT! http://t.co/Jm0y5PGIDh",0
545,This comment sent to BBC about the Paris attacks and the hashtags going around is just perfect. http://t.co/yO4JuMlBPp,0
546,This is why I and other Muslims won't apologise for the Charlie Hebdo attacks – @javaria_akbar http://t.co/cHnDC9bdR3 http://t.co/2mEb09ZDNJ,0
547,Radikal of Turkey mourns with Charlie Hebdo staff and people of France and says #JeSuisCharlie http://t.co/vXNLWB71mB,0
548,"The hashtag #JeSuisAhmed is a powerful one. For Ahmed, the Muslim cop killed outside #CharlieHebdo http://t.co/cE1xLniFDm",0
549,"Details of attacks on Muslim community in France, grenades, &amp; shootings in aftermath of the #CharlieHebdo attack http://t.co/4u5fsWL75w",0
550,Proud ! When Youth of France stand up &amp; say #JesuisCharlie in HighSchool #LycéeColomb #HauteSaone @MathildeGrillot http://t.co/yQKViuS31Z,0
551,Thank you French #Muslim Ahmed Merabet for your heroism in fighting terror! #ParisAttack #JeSuisCharlie #CharlieHebdo http://t.co/N3nlySFjhB,0
552,‘Muslims don’t believe in freedom of speech’: Anjem Choudary on the Charlie Hebdo attack: http://t.co/8B0Yn3tw18 http://t.co/KLWzXYkxfF,0
553,People held pencils in tribute to #CharlieHebdo victims during the moment of silence in Paris http://t.co/XU9pm0XmH3 http://t.co/7tgmW4LqWw,0
554,Anjem Choudary claims: 'Muslims don't believe in freedom of speech' after #CharlieHebdo attack http://t.co/V8954pwRoy http://t.co/MZQSRSFZrq,0
555,RT - If you support this #freedom fighter! #StopIslamists #FreedomOfSpeech #CharlieHebdo #RedNationRising http://t.co/4ThF7Zko4E,0
556,"Front pages from around the world, as publications react to #CharlieHebdo attack: http://t.co/hrslXlve4D via @Newseum http://t.co/ZD62G2klC7",0
557,Demonstrations of solidarity after Charlie Hebdo attacks - in pictures http://t.co/EgRSRRftBT http://t.co/BqR2JmSxw9,0
558,Seven great cartoon responses to the #CharlieHebdo killings: http://t.co/HY4RHFKiib http://t.co/il4P5MANAC,0
559,Cartoonists fight back. This may be the best yet. #JeSuisCharlie  http://t.co/hfoxT6dh1T,0
560,A crowd gathered in Toulouse for the national moment of silence for the #CharlieHebdo victims http://t.co/2AcfAIiVMR http://t.co/QrMRIxpA5N,0
561,My heart is with Paris &amp; all affected by this tragedy. #CharlieHebdo #JesuisCharlie #freedom Image: @lucilleclerc http://t.co/T0bszBkgCP,0
562,Wrote and drew this on #CharlieHebdo and the history of cartoonists killed for their work http://t.co/uVX99m0lJJ http://t.co/CuO6799Prp,0
563,"For some people, comic is  weapons.#JeSuisCharlie http://t.co/3m0Y4WBT3p",0
564,Independent cartoonist @DaveBrownToons on the story behind our #CharlieHebdo front page image http://t.co/pmyzSyahAT http://t.co/Lle6K8uPDg,0
565,Steve Bell on the Charlie Hebdo attack – cartoon http://t.co/wLM2qhVj44 http://t.co/EHwAFSfL11,0
566,CERN put flags at half-mast and observed a minute's silence today in solidarity with #CharlieHebdo #JeSuisCharlie http://t.co/HgzI8R8X4h,0
567,"There is a sickness in the world, but it's not #islam, it's religious extremism everywhere. #JeSuisCharlie http://t.co/zNRSUFbd0P",0
568,Especially poignant this week: Bill Hicks on what free speech really means http://t.co/lvK3nQAzDn #CharlieHebdo http://t.co/5s808jTmxT,0
569,"""We are all Charlie”: European newspapers show solidarity with Charlie Hebdo after attack http://t.co/xq1OQhDJVF http://t.co/jt7D6fuIBH",0
570,These cartoons are poignant tributes to victims of the Charlie Hebdo attack http://t.co/R59wUj58Pp http://t.co/5BhfsdNYfe,0
571,The German newspaper Berliner Kurier printed a new #Mohammed cartoon on today's front page. #JeSuisCharlie http://t.co/rpNHS7BmiL,0
572,"Cartoonist promises to draw Mohamed every day for the rest of the year #CharlieHebdo
http://t.co/FLxOuc7MA9 http://t.co/Gxk5jwgkyv",0
573,"Why the killing of Charlie Hebdo cartoonists will make art stronger
http://t.co/kePuer7hTe http://t.co/zDyDWhhPyU",0
574,We have reached peak stupid http://t.co/8XQoZ05pgZ http://t.co/pP4b9Mbaoi,0
575,#JesuisAhmed commemorates Muslim police officer Ahmed Merabet murdered in Charlie Hebdo attack http://t.co/qfxjQMhUoN http://t.co/U1AyY3wWYY,0
576,“The paper will continue because they didn’t win.” #CharlieHebdo vows to continue publishing http://t.co/I4mRRhzUrZ http://t.co/nAAbzqydOY,0
577,People worldwide are breaking out their pens to pay tribute to #CharlieHebdo shooting victims: http://t.co/wDdqaVkYev http://t.co/TtlxaVvUF8,0
578,Why @CNN isn't publishing the #CharlieHebdo cartoons http://t.co/b11gbLTCbm http://t.co/jQ7jyAowvW,0
579,I haven't drawn an editorial cartoon for more than a year... thought it was time to pick up my pen... #JeSuisCharlie http://t.co/8ZaQFJJ4QW,0
580,The pen has always been and will always be mightier than the sword.  #JeSuisCharlie @Charlie_Hebdo_ http://t.co/tLnZfdH97S,0
581,This Is Why I and Other Muslims Won't Apologize for the Charlie Hebdo Attacks http://t.co/DuFup9v1iH http://t.co/kSgh0NujBW,0
582,The Foreign Office’s Union flag at half mast today. Our thoughts with the French people. #CharlieHebdo #JeSuisCharlie http://t.co/6KCR9GkaGB,0
583,Agence France-Presse staff line up to proclaim #JeSuisCharlie http://t.co/Kmr1QVHAZl http://t.co/BjH2Hm4OZb,0
584,"'We have stories to tell.
Not everyone will like them. 
Stand with us.'
#TellYourStory
#JeSuisCharlie http://t.co/jx8We9hCgS",0
585,"Evil rears its head again, but cartoonists will not cower. My toon: http://t.co/JkcZfsglbC #JeSuisCharlie http://t.co/Udx2XfoT3h",0
586,The attack on #CharlieHebdo led to a Twitter reaction that ranged from condemnation to support http://t.co/rChA8VxNvD http://t.co/v65Kjth7hO,0
587,"Don't forget: France gave us the Statue of Liberty, our symbol of freedom. #JeSuisCharlie http://t.co/ziXLTuB6fg",0
588,"#AJEOpinion: ""It’s going to get a lot worse for France’s Muslims"" #CharlieHebdo http://t.co/nuzS6Avu0A http://t.co/vW76MGytm5",0
589,"#CharlieHebdo: If we talk about ‘war’, we fall into the trap set by murderers, @robinlustig http://t.co/AwHoRooAyG http://t.co/kD7XkvUaUV",0
590,"Such a moving photo from @mariotestino, it actually brought a tear to my eye. #JeSuisCharlie http://t.co/s8Zv6gtK96",0
591,"We mourn WWF friend and supporter Tignous, killed in yesterday's Charlie Hebdo attack in Paris. #JeSuisCharlie http://t.co/uTy1NbGHF7",0
592,#CharlieHebdo will print 1 million copies next week http://t.co/9rN03AJrO9 http://t.co/7W21oQBHTO,0
593,Several mosques in France allegedly attacked after the #CharlieHebdo massacre: http://t.co/nAXb9CjxPw http://t.co/N04rvxa6B4,0
